Date,KOSPI_Now
2009.1.2,32.93
2009.1.5,16.17
2009.1.6,20.71
2009.1.7,33.89
2009.1.8,-22.47
2009.1.9,-24.74
2009.1.12,-24.21
2009.1.13,10.96
2009.1.14,14.97
2009.1.15,-71.34
2009.1.16,23.86
2009.1.19,15.45
2009.1.20,-23.84
2009.1.21,-23.2
2009.1.22,12.62
2009.1.23,-22.83
2009.1.28,64.58
2009.1.29,8.58
2009.1.30,-4.45
2009.2.2,-15.16
2009.2.3,16.25
2009.2.4,32.17
2009.2.5,-17.49
2009.2.6,32.38
2009.2.9,-7.57
2009.2.10,-3.82
2009.2.11,-8.69
2009.2.12,-10.34
2009.2.13,12.6
2009.2.16,-16.97
2009.2.17,-48.28
2009.2.18,-14.0
2009.2.19,-6.09
2009.2.20,-41.15
2009.2.23,33.6
2009.2.24,-35.67
2009.2.25,3.2
2009.2.26,-12.29
2009.2.27,8.24
2009.3.2,-44.22
2009.3.3,6.76
2009.3.4,33.69
2009.3.5,-1.08
2009.3.6,-3.15
2009.3.9,16.7
2009.3.10,20.47
2009.3.11,35.31
2009.3.12,0.88
2009.3.13,-2.36
2009.3.16,-0.57
2009.3.17,38.42
2009.3.18,6.07
2009.3.19,-8.14
2009.3.20,9.13
2009.3.23,28.56
2009.3.24,22.2
2009.3.25,7.32
2009.3.26,14.78
2009.3.27,-6.29
2009.3.30,-40.05
2009.3.31,8.8
2009.4.1,27.1
2009.4.2,43.61
2009.4.3,6.78
2009.4.6,14.1
2009.4.7,2.25
2009.4.8,-38.03
2009.4.9,54.28
2009.4.10,19.69
2009.4.13,2.22
2009.4.14,4.37
2009.4.15,-9.54
2009.4.16,3.63
2009.4.17,-7.72
2009.4.20,7.39
2009.4.21,0.42
2009.4.22,19.21
2009.4.23,12.78
2009.4.24,-14.7
2009.4.27,-14.27
2009.4.28,-39.59
2009.4.29,38.18
2009.4.30,30.94
2009.5.4,28.56
2009.5.6,-4.47
2009.5.7,7.63
2009.5.8,11.05
2009.5.11,3.03
2009.5.12,-11.65
2009.5.13,11.01
2009.5.14,-33.57
2009.5.15,10.78
2009.5.18,-5.05
2009.5.19,41.53
2009.5.20,7.49
2009.5.21,-14.05
2009.5.22,-17.9
2009.5.25,-2.85
2009.5.26,-28.86
2009.5.27,-10.02
2009.5.28,30.15
2009.5.29,3.72
2009.6.1,19.21
2009.6.2,-2.25
2009.6.3,2.04
2009.6.4,-36.75
2009.6.5,16.57
2009.6.8,-1.41
2009.6.9,-21.46
2009.6.10,43.04
2009.6.11,4.51
2009.6.12,9.2
2009.6.15,-16.17
2009.6.16,-13.27
2009.6.17,-7.98
2009.6.18,-15.41
2009.6.19,7.58
2009.6.22,16.37
2009.6.23,-39.17
2009.6.24,3.25
2009.6.25,28.94
2009.6.26,1.8
2009.6.29,-6.08
2009.6.30,1.62
2009.7.1,21.59
2009.7.2,-0.18
2009.7.3,8.56
2009.7.6,8.9
2009.7.7,5.26
2009.7.8,-3.18
2009.7.9,-0.13
2009.7.10,-2.27
2009.7.13,-50.5
2009.7.14,7.44
2009.7.15,35.3
2009.7.16,11.36
2009.7.17,7.88
2009.7.20,38.41
2009.7.21,10.48
2009.7.22,5.05
2009.7.23,2.45
2009.7.24,6.1
2009.7.27,21.46
2009.7.28,1.98
