@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_High numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_High numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_Now numeric
@attribute BRENT_OIL_Now numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute SET_Now numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute Silver_Now numeric
@attribute US_WHEAT_Now numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2008-11-5, 28.15, -0.049, -0.049, -0.049, -0.049, 0.0391, -0.0069, 18.12, 18.12, 5.6, 196.2, 196.2, 55.9, 0.1125, -0.2095, 4.08, -0.73, 2005.36, 2457.87, 1318.45, 251.2, 213.03, 25.16, 18.81, 36.3, 25.41666667, 14.41, 45.33, 24.37333333, -0.019, -0.019, -0.019, -0.019, 98.25, 90.25, 99.6, 39.45, 31.94, 12.49, 0.114, 0.103, -0.001, 53.79, 42.2, 47.31, 26.42, 0.845, -0.67, -0.025, -0.025, -0.025, -0.025, -0.18, -0.18, -0.18, -0.18, -7.9, -0.0311, -0.0223, -0.0321, -0.027000000000000003, -0.027000000000000003, -0.027000000000000003, -0.027000000000000003, 2299.0, 2500.0, 1750.0, 6.62, -1.38, 922.59, 841.64, 408.01, 166.1, 185.16, 126.1, 305.45, 222.54, 148.86, 4.35, 3.45, 0.75, 45.79, 48.35, 28.97, 32.22, 5.96, 0.0285, 0.0012, 7.47, 7.13, 6.4, 0.2, 16.72, 9.41, 495.0, 495.0, 264.6, 0.0178, 1483.0, 1414.0, 248.0, 17.07, -0.024, 0.016, 0.0154, 0.0046, 6.5, -12.0, -3.0, 28.28, 24.34, 20.71, 395.32, 64.98, 287.28, 71.8, -0.0032, -0.2011, -0.0679, 8.43, 0.78, 0.06, 0.38, 10.5, 60.6, 60.6, 37.92
2008-11-6, -89.28, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.006999999999999999, -0.0082, 0.0265, -11.69, -3.23, 5.45, -108.8, 0.0, 91.5, -0.0135, -0.0395, -0.01, 1.59, -2469.14, -757.6, -545.37, -111.17, -30.66, 149.75, 18.81, 36.3, 25.41666667, 14.41, 45.33, 24.37333333, -0.055, -0.055, -0.055, -0.055, -147.15, 88.25, -14.0, -52.98, -5.67, -21.45, -0.13699999999999998, -0.055, -0.002, -98.48, -4.08, -21.41, -60.62, -0.185, 1.36, -0.063, -0.063, -0.063, -0.063, -0.028, -0.028, -0.028, -0.028, 21.42, 0.0166, -0.0203, -0.0014, -0.047, -0.047, -0.047, -0.047, -2696.0, -620.0, -1250.0, -5.23, 2.75, -1088.5, 0.3, -205.55, -222.83, -75.94, -62.37, -486.01, -83.31, -237.83, -0.3, 0.55, 2.75, -11.15, -1.03, 24.92, -20.29, -4.57, -0.0182, 0.0258, -31.33, -1.47, -8.18, -21.27, -4.12, 12.88, 17.9, 157.0, 265.7, -0.0088, -332.0, 182.0, 902.0, -3.51, -0.064, -0.0086, -0.0022, 0.01, -1.45, -25.25, -5.25, -6.9, 7.42, 9.78, -229.38, 160.24, 34.37, 92.09, 0.132, -0.266, 0.0506, -0.26, -1.58, -0.61, 0.325, -35.25, -34.23, 5.48, 16.46
2008-11-7, 42.27, -0.006, -0.006, -0.006, -0.006, -0.025, -0.009000000000000001, -18.83, -12.48, -16.91, -258.3, -108.8, -235.4, 0.588, 0.4270000000000001, 9.49, 3.33, -1423.75, -2459.69, -2324.14, -353.3, -169.93, -361.34, -52.28, -61.9, -52.14, -74.6, -96.22, -60.61, -0.094, -0.094, -0.094, -0.094, -102.3, -232.75, -110.75, -47.89, -49.44, -50.13, -0.092, -0.125, -0.069, -72.94, -97.44, -87.51, -75.32, 8.215, 2.74, -0.136, -0.136, -0.136, -0.136, -0.013, -0.013, -0.013, -0.013, 22.19, 0.0254, 0.026, 0.015, -0.046, -0.046, -0.046, -0.046, -1797.0, -2770.0, -2550.0, -4.53, -4.84, -795.91, -1091.58, -824.91, -252.25, -188.82, -285.03, -443.48, -411.78, -478.92, -5.4, -2.25, -5.65, -44.5, -12.68, -36.4, 16.45, -4.44, -0.0142, -0.0131, -18.8, -27.7, -28.28, -17.74, 6.42, 9.94, -610.8, -306.1, -396.7, -0.0322, -1151.0, -546.0, -923.0, -58.38, -0.126, -0.0139, -0.006999999999999999, -0.0111, 63.75, 55.25, 36.25, -32.42, -31.86, -29.05, -331.79, -222.57, -312.58, -388.94, 0.7593, 0.7378, 0.4027, 5.57, -0.88, -0.54, -0.4, -14.75, -66.56, -42.1, -62.61
2008-11-10, 17.97, -0.024, -0.024, -0.024, -0.024, 0.0037, -0.0048, 5.11, -6.85, -2.96, 92.6, -122.6, 3.5, -0.0555, 0.3585, -0.91, 4.24, 303.2, -69.38, 910.09, 124.89, -83.57, -30.27, -16.9, -44.97, -7.35, 25.34, -42.65, -16.72, -0.135, -0.135, -0.135, -0.135, 80.35, 2.2, -0.15, 26.11, -20.94, 7.17, -0.03, -0.048, -0.025, 38.7, -29.88, -22.67, 11.64, -0.74, 3.71, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, 0.102, 0.102, 0.102, 0.102, 8.73, -0.0038, 0.0073, 0.0055, -0.053, -0.053, -0.053, -0.053, 996.0, -60.0, 940.0, 0.27, -0.19, 214.36, -260.48, 55.91, 83.26, -82.69, 45.79, 248.02, -183.83, 54.08, 1.1, -3.6, 1.3, 21.18, -18.33, 1.62, 11.56, -0.08, 0.0118, -0.0096, 9.95, -15.22, -5.5, -1.58, 16.11, -7.43, 209.6, -185.4, -97.3, 0.0069, 304.0, -695.0, -427.0, 30.46, -0.086, 0.01, -0.0092, -0.0043, -5.75, 39.55, 15.45, 12.14, 11.92, 5.96, 40.8, -208.45, -212.86, 76.98, -0.1491, 0.456, 0.4178, 0.88, 1.35, -0.47, -0.092, -1.5, 23.72, -19.28, -10.56
2008-11-11, -23.73, -0.001, -0.001, -0.001, -0.001, -0.0006, 0.0065, 1.41, 9.62, 8.3, 38.9, 116.8, 101.2, 0.0085, -0.3005, 0.55, 1.61, 111.16, 1008.28, 0.86, 87.07, 116.74, 246.8, 51.96, 56.2, 14.9, 15.58, 54.89, 42.09, 0.001, 0.001, 0.001, 0.001, 175.25, 151.25, 113.2, -11.78, 20.49, 0.57, 0.054000000000000006, 0.111, 0.052000000000000005, -30.66, 50.98, 26.42, -12.18, 0.515, 1.29, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, 0.018000000000000002, -0.034, -0.034, -0.034, -0.034, 11.04, 0.0094, -0.0033, -0.0011, 0.014, 0.014, 0.014, 0.014, -316.0, 1210.0, -40.0, 1.37, -0.87, 155.31, 194.9, 86.9, 82.46, 161.38, 155.35, -73.27, 180.4, 74.39, 0.7, 3.85, 1.75, 5.51, 23.93, 21.18, -7.64, 1.73, -0.0145, 0.0073, -12.69, 12.47, 6.13, -4.2, -6.01, 16.86, -49.7, 133.5, 254.5, -0.0061, 166.0, 676.0, 735.0, 2.32, -0.009000000000000001, -0.0119, 0.0101, -0.0014, 3.95, -34.05, 8.95, 12.14, 11.92, 5.96, 92.59, 256.78, 254.41, 94.82, 0.0967, -0.4823, -0.132, -7.37, -0.69, 0.84, 0.257, -1.0, 31.3, 50.54, 73.38
2008-11-12, -4.87, -0.0305, -0.0305, -0.0305, -0.0305, -0.0214, -0.0213, -10.0, -13.79, -9.16, -157.2, -121.0, -133.5, -0.2455, 0.1635, 0.16, 1.39, 485.63, -1095.78, -798.36, -263.95, -150.83, -255.56, -86.69, -23.08, -47.66, -93.71, -45.92, -81.12, 0.03, 0.03, 0.03, 0.03, -209.6, -14.05, -53.85, -20.26, -34.8, -22.57, -0.103, -0.17, -0.105, -35.84, -82.08, -68.25, -39.38, -0.01, 1.3, -0.006, -0.006, -0.006, -0.006, -0.0515, -0.0515, -0.0515, -0.0515, 5.46, 0.0069, 0.0105, 0.023, -0.012, -0.012, -0.012, -0.012, 607.0, -2110.0, -800.0, -3.08, -0.78, -225.28, -360.66, -204.56, -209.83, -194.64, -252.64, -176.58, -320.74, -235.99, -0.5, -2.5, -0.65, -35.25, -23.41, -33.28, -14.09, -3.37, -0.0069, -0.0139, -10.81, -20.95, -17.76, -9.24, -12.67, -9.89, -381.9, -354.4, -361.7, -0.0231, -1368.0, -662.0, -1202.0, -4.12, -0.023, -0.0113, -0.0154, -0.0089, 0.0, 25.5, 11.1, -24.39, -22.45, -12.49, -264.8, -354.1, -239.95, -268.14, 0.0416, 0.3008, 0.241, -14.13, -0.68, -0.42, -0.415, 3.25, -54.65, -57.31, -59.95
2008-11-13, -35.42, -0.0305, -0.0305, -0.0305, -0.0305, -0.0047, -0.0036, -7.88, -1.53, -8.94, -64.7, -70.5, -97.0, -0.175, -0.224, 3.78, 1.69, -2887.91, -367.76, -1278.4, -140.78, -108.66, -187.04, -90.95, -92.77, -90.95, 0.0, -93.71, 2.99, -0.115, -0.115, -0.115, -0.115, -90.2, -172.0, -124.5, -46.65, -23.76, -34.42, 0.006, -0.054000000000000006, -0.055, -81.69, -43.42, -49.64, -64.74, 3.545, 1.47, -0.008, -0.008, -0.008, -0.008, -0.0515, -0.0515, -0.0515, -0.0515, -1.03, 0.0301, 0.0286, 0.0091, 0.035, 0.035, 0.035, 0.035, -3058.0, 900.0, -1200.0, -3.17, -2.82, -990.3, -238.73, -735.72, -177.93, -67.4, -162.83, -411.3, -207.68, -263.96, -0.55, -0.45, -0.6, -19.2, -23.07, -22.22, -9.57, -3.34, -0.0262, -0.0195, -29.49, -12.05, -17.34, -28.02, -15.58, -11.45, -265.1, -88.3, -301.9, -0.045, -482.0, -869.0, -631.0, -9.94, -0.063, -0.0139, -0.0084, -0.0142, 27.55, 0.15, 19.55, -29.87, -5.38, -32.52, -501.43, -251.2, -264.8, -466.24, 0.6956, 0.4404, 0.1694, -6.61, -2.5, -2.7, -0.325, 9.75, -75.78, -1.87, -71.08
2008-11-14, -0.18, 0.091, 0.091, 0.091, 0.091, 0.0358, -0.0081, 0.71, -11.03, -4.2, -12.8, -134.7, -54.9, 0.21600000000000005, -0.02, 4.93, 3.99, 1619.34, -1017.02, -575.72, 28.72, -161.88, -30.55, -15.03, -84.68, -36.59, -49.37, 0.0, -111.14, -0.015, -0.015, -0.015, -0.015, -19.05, -18.2, -8.075, 58.99, 19.62, -31.79, -0.034, 0.064, 0.023, 97.49, -52.11, 33.92, -70.67, 4.37, 3.59, -0.003, -0.003, -0.003, -0.003, 0.2, 0.2, 0.2, 0.2, 24.1, -0.0223, 0.0064, 0.0126, 0.006, 0.006, 0.006, 0.006, 1618.0, -1950.0, -750.0, 2.08, -0.83, 905.15, -70.96, -584.29, 37.18, -209.45, -22.38, 552.59, 213.89, -287.92, -1.35, 1.35, -0.85, 4.46, -17.58, -0.38, 61.8, -0.38, 0.0435, 0.0034, 38.43, -24.61, 11.62, -19.45, 18.26, -2.76, 93.8, -259.8, -78.7, -0.006999999999999999, 187.0, -623.0, -79.0, -66.91, 0.045, 0.0135, -0.0049, -0.0038, 33.75, 38.15, 43.25, -32.75, -55.52, -31.8, 430.21, -273.28, -71.22, -289.47, -0.0602, 0.2764, 0.5701, -2.23, 2.81, 0.32, -0.68, 5.25, 5.36, -78.81, -28.69
2008-11-17, -9.94, -0.11, -0.11, -0.11, -0.11, -0.0196, 0.0228, 2.51, 7.09, 7.17, 63.8, 143.6, 89.6, 0.125, -0.078, 1.44, 2.48, -204.23, 452.86, 1370.85, 60.72, 160.38, 170.9, 24.11, 43.69, 31.58, -6.36, 12.99, 55.24, -0.029, -0.029, -0.029, -0.029, -19.05, -18.2, -8.075, -38.0, 3.87, 51.19, 0.087, 0.015, 0.077, -79.85, 57.53, -8.94, 84.55, 1.12, 2.26, -0.047, -0.047, -0.047, -0.047, -0.125, -0.125, -0.125, -0.125, 16.77, 0.0153, -0.0131, -0.0007, -0.029, -0.029, -0.029, -0.029, -525.0, 1650.0, 1340.0, -1.2, 1.02, -147.96, 207.65, 1071.59, 94.71, 139.6, 141.15, -337.94, 82.52, 473.34, 0.55, -2.35, 0.2, 0.87, 12.93, 7.03, -18.24, 2.25, -0.022, 0.0217, -34.71, 31.65, -5.27, 22.8, 28.11, 13.66, 91.6, 245.9, 270.8, -0.0109, 417.0, 552.0, 415.0, 4.67, -0.09, -0.0182, -0.0044, 0.0017, 8.65, -0.75, -8.75, -12.955, -10.175, -12.245, -296.82, 235.74, 0.0, 453.39, 0.1935, -0.0834, -0.0783, -3.5, 0.13, 1.37, 0.69, 16.0, -1.74, 37.07, 27.95
2008-11-18, -42.16, -0.067, -0.067, -0.067, -0.067, 0.0013, -0.0104, -6.14, -4.87, -5.57, -100.8, -105.9, -58.5, -0.1075, 0.2355, 1.17, 3.4, -71.89, -324.23, -589.23, -152.97, -140.37, -183.58, -38.46, -33.49, -25.04, -31.21, -64.19, -45.22, 0.045, 0.045, 0.045, 0.045, -10.8, -103.1, -84.3, -22.54, -34.59, -20.9, -0.053, -0.064, -0.069, -34.8, -65.85, -60.8, -31.39, 1.095, 2.99, -0.008, -0.008, -0.008, -0.008, -0.073, -0.073, -0.073, -0.073, 9.24, -0.0048, 0.0107, 0.0013, -0.03, -0.03, -0.03, -0.03, 148.0, -1070.0, -840.0, -2.09, -0.97, -262.955, -178.175, -229.41, -188.32, -55.53, -171.51, -223.73, -384.62, -223.96, -0.4, -0.55, -4.25, -3.67, -15.62, -6.84, 6.25, -1.93, 0.0047, -0.0166, -5.22, -28.4, -22.48, -6.76, -11.59, 11.38, -333.4, -242.0, -380.2, 0.0248, -750.0, -295.0, -468.0, -27.45, 0.041, -0.0012, -0.0094, -0.0038, 8.55, 30.05, 23.95, -12.955, -10.175, -12.245, -260.51, -224.86, -296.82, -245.91, 0.1727, 0.3218, 0.2563, 4.24, -1.34, -0.13, -0.16, -20.5, -26.8, -46.88, -48.1
2008-11-19, -19.34, -0.024, -0.024, -0.024, -0.024, -0.0025, 0.0054, 4.29, -3.28, -5.96, 76.3, -27.9, -77.3, 0.237, -0.128, 5.94, 0.81, -1622.55, -674.57, -544.44, 22.2, -126.25, -66.33, -3.8, -36.23, -34.22, 18.31, -16.85, -26.2, -0.025, -0.025, -0.025, -0.025, -116.4, -33.25, -30.2, 8.37, -16.39, -22.14, 0.006, 0.013, -0.031, 1.22, -5.81, -28.54, -51.78, 5.16, 0.65, -0.033, -0.033, -0.033, -0.033, -0.129, -0.129, -0.129, -0.129, 1.96, 0.0046, -0.0037, 0.0067, -0.012, -0.012, -0.012, -0.012, -1614.0, -770.0, 50.0, -0.56, -0.76, -262.955, -178.175, -229.41, 29.15, -115.27, -68.38, 151.17, -56.23, -121.31, 0.05, -0.05, 3.5, -4.55, -7.8, -14.44, 29.05, -0.47, 0.0058, 0.0119, -3.79, -5.11, -5.81, -17.93, 2.51, 9.78, 32.0, -294.5, -147.9, -0.0035, 38.0, -537.0, -394.0, -47.07, -0.016, 0.0008, -0.0067, -0.0026, 40.0, 18.5, 4.6, 7.56, -13.21, -11.65, 40.28, -159.35, -132.93, -120.58, 0.322, 0.202, 0.1959, -14.24, 0.37, -0.02, 0.22, -4.0, -3.32, -41.42, -9.09
2008-11-20, -68.13, -0.042, -0.042, -0.042, -0.042, -0.0099, -0.005, -12.5, -0.57, -1.17, -202.8, 4.7, -34.3, -0.0655, -0.0025, -0.41, 2.9, -690.11, -912.53, -607.3, -225.38, -20.85, -107.96, 4.08, 1.31, 18.05, -21.05, -0.58, 13.74, -0.044, -0.044, -0.044, -0.044, -48.15, -30.05, -46.4, -52.54, -1.33, -20.66, -0.06, -0.042, -0.006, -96.85, -9.8, -5.37, -43.5, -0.21, 2.59, -0.103, -0.103, -0.103, -0.103, -0.192, -0.192, -0.192, -0.192, 14.11, 0.0258, 0.0161, 0.0106, -0.109, -0.109, -0.109, -0.109, -604.0, -960.0, -1000.0, -0.77, -1.17, -457.85, -523.07, -275.06, -151.52, -16.05, -70.81, -427.47, -5.74, -108.48, 0.4, 2.3, -0.55, -33.25, -3.87, -14.95, -21.48, -0.12, -0.0196, -0.0049, -35.13, -5.98, -9.34, -19.08, -14.66, -15.03, -319.3, 3.3, -57.1, -0.0005, -584.0, -184.0, -17.0, -9.5, -0.103, -0.0104, 0.0012, -0.0051, -1.65, 5.85, 31.85, -2.14, 1.56, 7.93, -345.17, -38.14, -51.03, -208.09, 0.1509, 0.035, 0.1541, -11.46, -0.78, -0.45, -0.24, -2.75, -85.66, 3.63, -47.53
2008-11-21, 55.04, -0.14400000000000002, -0.14400000000000002, -0.14400000000000002, -0.14400000000000002, -0.0065, -0.0061, -10.3, -17.44, -14.27, -130.7, -207.5, -186.9, 0.2725, 0.4365, 7.32, 3.68, -1076.975, -691.355, -1096.985, -133.89, -273.53, -224.43, -44.7, -5.1, -36.63, -24.42, -21.05, -30.67, -0.171, -0.171, -0.171, -0.171, -81.85, -138.2, -115.0, -54.14, -44.05, -58.4, -0.026, -0.054000000000000006, -0.044, -70.3, -105.36, -78.62, -71.52, 6.575, 3.33, -0.096, -0.096, -0.096, -0.096, -0.329, -0.329, -0.329, -0.329, 9.15, 0.0399, 0.0402, 0.0229, -0.132, -0.132, -0.132, -0.132, -1168.0, -1250.0, -1125.0, -4.0, -4.29, -387.68, -293.47, -546.01, -217.96, -271.09, -303.36, -444.99, -309.99, -502.82, -2.7, -3.1, -1.25, -6.41, -35.58, -21.65, -10.53, -3.64, -0.0435, -0.0427, -27.07, -34.6, -31.46, -27.8, 19.27, 8.18, -223.1, -463.2, -380.6, -0.0235, -411.0, -586.0, -788.0, -25.39, -0.165, -0.0206, -0.0129, -0.0219, 51.0, 62.8, 18.9, -32.71, -32.64, -65.59, -765.8, -479.69, -381.44, -737.57, 0.8374, 0.8603, 0.3821, -14.66, -1.93, -2.01, -0.285, -15.25, -83.31, -137.67, -99.24
2008-11-24, -33.59, 0.107, 0.107, 0.107, 0.107, 0.0123, -0.0031, -4.89, 0.17, -3.73, -94.0, -59.0, -78.1, -0.027000000000000003, -0.048, -0.34, 6.07, -1076.975, -691.355, -1096.985, -92.79, -16.3, -78.53, 18.98, -16.61, 8.79, -16.77, 4.21, 12.42, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, 140.3, 84.4, 36.9, 47.59, -19.32, -6.76, 0.002, 0.048, 0.033, 68.23, -27.0, -30.08, -19.42, -0.405, 5.46, 0.073, 0.073, 0.073, 0.073, 0.215, 0.215, 0.215, 0.215, 22.67, -0.019, 0.0036, 0.0229, -0.02, -0.02, -0.02, -0.02, -1168.0, -1250.0, -1125.0, 0.31, -0.25, 60.71, -292.3, -69.39, -162.08, -68.27, -138.43, 494.13, -102.9, -72.24, 0.65, -0.3, 0.45, -20.1, 0.68, -11.53, 30.14, 1.11, 0.0307, 0.0005, 21.23, -22.08, -10.6, -13.28, -21.52, -5.25, -14.0, 167.7, 31.5, 0.0164, -591.0, -82.0, -457.0, -8.69, -0.02, 0.0155, -0.005, 0.0017, -3.15, 8.65, 37.65, -5.03, -8.845, 1.205, 430.63, -267.57, -314.93, -66.49, -0.3433, 0.2668, 0.5031, 3.66, 1.84, 0.28, 0.455, -12.75, -78.29, -10.45, -62.36
2008-11-25, 13.18, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0333, 0.0143, 22.93, 12.92, 6.31, 372.0, 206.4, 46.9, 0.0875, -0.1045, 2.63, -2.49, 2938.23, 978.81, 174.45, 426.92, 282.21, 119.59, 44.79, 40.47, 14.06, 87.94, 42.85, 0.96, 0.097, 0.097, 0.097, 0.097, 14.8, 21.75, 94.0, 51.78, 64.4, 60.18, 0.095, 0.092, 0.092, 87.67, 63.37, 96.06, 101.71, 2.14, -2.35, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.037000000000000005, 0.106, 0.106, 0.106, 0.106, -8.07, -0.0447, -0.0209, -0.0501, 0.038, 0.038, 0.038, 0.038, 2895.0, 2000.0, 1750.0, 4.57, 0.55, 1277.84, 1119.71, 308.44, 322.38, 95.31, 158.24, 396.97, 502.82, 631.05, 3.25, 2.5, 1.25, 58.85, 34.43, 6.67, 43.1, 4.74, 0.023, 0.0234, 30.26, 17.88, 32.23, 36.16, 48.89, -8.4, 648.2, 382.1, 230.8, 0.0265, 1366.0, 446.0, 243.0, -4.88, 0.095, 0.0104, 0.0124, 0.0079, 16.8, -7.3, -15.9, -5.03, -8.845, 1.205, 285.48, 196.74, 432.27, 489.67, -0.001, -0.3348, -0.2453, -11.39, 0.97, 1.26, 0.875, 38.5, 44.48, -50.76, 13.83
2008-11-26, 46.46, -0.108, -0.108, -0.108, -0.108, 0.0144, 0.0237, -0.02, 5.15, 13.88, 18.3, 115.2, 288.3, -0.127, -0.145, -1.3, 0.03, 624.03, 1150.27, 2364.87, 6.09, 114.03, 300.75, 67.6, 67.79, 51.48, -9.72, 32.72, 73.54, -0.063, -0.063, -0.063, -0.063, -54.25, 50.35, 4.4, 5.58, 3.34, 33.79, -0.02, -0.046, -0.029, -7.29, 76.08, 5.81, 33.21, -1.27, -0.05, -0.098, -0.098, -0.098, -0.098, -0.218, -0.218, -0.218, -0.218, 22.55, -0.0047, -0.0298, -0.0118, -0.075, -0.075, -0.075, -0.075, 257.0, 1150.0, 800.0, -3.73, 1.72, -231.62, 136.44, 731.43, 11.99, 139.77, 197.26, 36.08, 57.82, 221.11, 0.3, 0.9, 2.35, 7.56, 15.32, 46.76, -8.86, -3.58, -0.0056, 0.006, 6.38, 31.32, 4.2, 19.25, -7.2, 39.48, 74.0, 239.2, 360.3, 0.0307, -121.0, 373.0, 890.0, 12.74, -0.056, -0.0009, 0.0078, 0.006, -9.2, -16.0, -2.8, 28.52, 38.83, 49.81, 1.99, 217.55, -44.21, 132.72, 0.1854, -0.0922, -0.1432, 5.73, -1.41, -0.15, -0.085, -3.5, 20.71, 36.37, 14.74
2008-11-27, 33.7, -0.03, -0.03, -0.03, -0.03, -0.0165, 0.0016, -0.68, -1.69, -2.12, -18.6, -69.6, -18.6, -0.122, 0.108, -3.68, -1.44, 1656.75, 1345.31, 698.45, 0.08, -80.88, -31.63, -33.88, -11.64, 30.03, -7.13, -28.35, -4.88, -0.105, -0.105, -0.105, -0.105, 98.25, -28.1, 5.15, 30.29, 18.74, 6.38, 0.022, 0.063, -0.011, 67.37, -45.01, 45.88, 10.81, -3.075, -1.38, -0.029, -0.029, -0.029, -0.029, -0.122, -0.122, -0.122, -0.122, -4.16, 0.0018, -0.0064, 0.0036, -0.062, -0.062, -0.062, -0.062, 2349.0, 1300.0, 650.0, 3.67, -0.37, 728.16, 353.02, 45.35, 20.17, -94.44, -63.53, 247.14, 78.37, 6.37, 1.6, -0.05, -0.05, -5.16, -5.76, 3.12, -10.39, 3.57, 0.006999999999999999, 0.0114, 25.68, -0.92, 25.68, 6.87, 24.27, -10.03, -42.5, -142.0, 7.5, -0.0113, 123.0, -233.0, -85.0, 39.01, -0.025, 0.0064, -0.0043, 0.0098, -24.05, 9.35, -9.95, -7.95, -7.34, -8.51, 200.66, -193.89, 82.01, -46.91, -0.3043, 0.0238, 0.1641, 3.37, 0.18, -0.22, -0.05, 1.5, -39.63, -29.95, -25.33
