Date,KOSPI_Now
2010.1.4,13.37
2010.1.5,-5.52
2010.1.6,14.7
2010.1.7,-21.87
2010.1.8,11.81
2010.1.11,-1.14
2010.1.12,4.52
2010.1.13,-27.23
2010.1.14,14.36
2010.1.15,16.03
2010.1.18,9.98
2010.1.19,-1.56
2010.1.20,4.16
2010.1.21,7.63
2010.1.22,-37.66
2010.1.25,-14.15
2010.1.26,-32.86
2010.1.27,-11.86
2010.1.28,16.95
2010.1.29,-40.0
2010.2.1,4.01
2010.2.2,-10.63
2010.2.3,19.21
2010.2.4,1.4
2010.2.5,-49.3
2010.2.8,-14.33
2010.2.9,17.7
2010.2.10,-0.37
2010.2.11,27.69
2010.2.12,-4.15
2010.2.16,7.39
2010.2.17,26.38
2010.2.18,-6.24
2010.2.19,-27.29
2010.2.22,33.2
2010.2.23,1.8
2010.2.24,-16.07
2010.2.25,-25.32
2010.2.26,7.07
2010.3.2,20.54
2010.3.3,7.32
2010.3.4,-4.24
2010.3.5,16.37
2010.3.8,25.47
2010.3.9,0.79
2010.3.10,1.41
2010.3.11,-5.62
2010.3.12,6.12
2010.3.15,-13.24
2010.3.16,-1.49
2010.3.17,34.85
2010.3.18,-7.69
2010.3.19,10.94
2010.3.22,-13.44
2010.3.23,9.15
2010.3.24,-0.81
2010.3.25,7.38
2010.3.26,9.33
2010.3.29,-5.73
2010.3.30,8.2
2010.3.31,-7.34
2010.4.1,26.32
2010.4.2,4.32
2010.4.5,1.5
2010.4.6,1.1
2010.4.7,0.51
2010.4.8,7.18
2010.4.9,-9.31
2010.4.12,-14.17
2010.4.13,0.29
2010.4.14,24.74
2010.4.15,8.58
2010.4.16,-9.42
2010.4.19,-29.19
2010.4.20,12.73
2010.4.21,29.55
2010.4.22,-8.06
2010.4.23,-2.49
2010.4.26,15.17
2010.4.27,-2.65
2010.4.28,-15.64
2010.4.29,-5.49
2010.4.30,13.14
2010.5.3,-20.35
2010.5.4,-2.46
2010.5.6,-34.04
2010.5.7,-37.21
2010.5.10,30.13
2010.5.11,-7.39
2010.5.12,-7.21
2010.5.13,31.55
2010.5.14,1.05
2010.5.17,-44.12
2010.5.18,-8.27
2010.5.19,-13.16
2010.5.20,-29.9
2010.5.24,4.75
2010.5.25,-44.1
2010.5.26,21.29
2010.5.27,25.38
2010.5.28,15.28
2010.5.31,18.47
2010.6.1,-10.85
2010.6.3,31.44
2010.6.4,2.29
2010.6.7,-26.16
2010.6.8,13.51
2010.6.9,-4.26
2010.6.10,4.48
2010.6.11,23.64
2010.6.14,15.26
2010.6.15,-0.57
2010.6.16,15.3
2010.6.17,2.59
2010.6.18,4.03
2010.6.21,27.73
2010.6.22,-8.2
2010.6.23,-5.66
2010.6.24,14.05
2010.6.25,-10.03
2010.6.28,2.19
2010.6.29,-24.27
2010.6.30,-9.47
2010.7.1,-12.05
2010.7.2,-14.42
2010.7.5,3.55
2010.7.6,9.57
2010.7.7,-9.29
2010.7.8,22.99
2010.7.9,24.37
2010.7.12,11.04
2010.7.13,1.03
2010.7.14,22.93
2010.7.15,-6.72
2010.7.16,-12.84
2010.7.19,-6.5
2010.7.20,4.82
2010.7.21,12.01
2010.7.22,-13.25
2010.7.23,22.53
2010.7.26,11.01
2010.7.27,-0.76
2010.7.28,5.16
2010.7.29,-2.59
2010.7.30,-11.55
2010.8.2,22.94
2010.8.3,8.33
2010.8.4,-1.34
2010.8.5,-5.4
2010.8.6,-0.03
2010.8.9,6.34
2010.8.10,-9.04
2010.8.11,-22.94
2010.8.12,-36.44
2010.8.13,24.49
2010.8.16,-2.93
2010.8.17,11.72
2010.8.18,6.96
2010.8.19,17.65
2010.8.20,-4.1
2010.8.23,-7.83
2010.8.24,-7.18
2010.8.25,-25.74
2010.8.26,-5.03
2010.8.27,-0.2
2010.8.30,30.57
2010.8.31,-17.38
2010.9.1,21.94
2010.9.2,11.04
2010.9.3,4.29
2010.9.6,12.4
2010.9.7,-4.68
2010.9.8,-8.52
2010.9.9,5.14
2010.9.10,18.22
2010.9.13,16.28
2010.9.14,-3.61
2010.9.15,8.63
2010.9.16,-12.03
2010.9.17,15.5
2010.9.20,5.28
2010.9.24,13.97
2010.9.27,14.23
2010.9.28,-4.86
2010.9.29,10.48
2010.9.30,6.36
2010.10.1,3.92
2010.10.4,2.56
2010.10.5,-0.35
2010.10.6,25.01
2010.10.7,-3.1
2010.10.8,-3.78
2010.10.11,-7.16
2010.10.12,-21.87
2010.10.13,8.11
2010.10.14,23.61
2010.10.15,2.53
2010.10.18,-26.87
2010.10.19,-18.1
2010.10.20,13.12
2010.10.21,4.25
2010.10.22,22.62
2010.10.25,18.4
2010.10.26,3.7
2010.10.27,-9.87
2010.10.28,-1.67
2010.10.29,-24.92
2010.11.1,31.79
2010.11.2,3.3
2010.11.3,17.93
